序号    任务    开始时间    结束时间    得分    现进度  计划时间
1   kali的文本查看(ch1-ch9)    2023-07-19 1:00:01  --  1/10    ch3 ch4 ...ch9 预计今天看完，不练习  完成 2023-07-25
3   burp下载,安装,尝试破解    预计两天时间       不支持sql协议,只支持http/https协议   2023-07-26预计完成  完成
5   千顺剧场分发    2023-07-20 00:16:00 
6   短剧    2023-07-27 02:09:57     预计时间 2天  2023-07-31 完成一个小demo,并且发布,8-1看下效果,不要被限流 失败
7   短剧    2023-08-09 10:19:00     预计两天    2023-08-11  完成一个demo,并发布     放弃
8   数据开发面试准备    2023-08-09      做一个面试计划表    包含项目整理,面试知识点整理,java+ETL+框架+spring+mysql+并发+锁+jvm 预计薪资30K
